,GlobalID,Detection Date,Lab Status,Submission Date,Latitude,Longitude,Notes,FileName
18,{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16,Negative ID,2020-04-07,47.766765,-122.55273500000001,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",ATT22_20190616_153627.jpg
19,{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16,Negative ID,2020-04-07,47.766765,-122.55273500000001,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",ATT23_20190616_153738.jpg
20,{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16,Negative ID,2020-04-07,47.766765,-122.55273500000001,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",ATT24_20190616_151419.jpg
21,{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16,Negative ID,2020-04-07,47.766765,-122.55273500000001,"Saw this big bee on my back deck, tried to look it up but I couldn't find a match.  Very large and in my entire life I have not seen one like this in Washington state. Thank you.",ATT25_20190616_151402.jpg
22,{BEE96943-A647-46B0-85FA-6B02B961D195},2020-04-07,Negative ID,2020-04-07,47.708791,-117.472206,"was in my house in Spokane, WA",ATT27_20200407_141709.jpg
23,{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13,Negative ID,2020-04-08,47.221882,-119.99443000000001,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",ATT28_B4D4242C-FE99-4077-B096-4627FDA96E2E.png
24,{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13,Negative ID,2020-04-08,47.221882,-119.99443000000001,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",ATT29_84E1E6A1-FF5C-4736-80F5-571AC892E2CE.png
25,{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13,Negative ID,2020-04-08,47.221882,-119.99443000000001,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",ATT30_23D4B131-C8C2-461F-8036-27DD7428DA6D.png
26,{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13,Negative ID,2020-04-08,47.221882,-119.99443000000001,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",ATT31_52AF6373-24C9-45FA-95B9-B41ACB834AC2.png
27,{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12,Negative ID,2020-04-08,47.328,-122.58004,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",ATT32_Wasp 3.jpg
28,{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12,Negative ID,2020-04-08,47.328,-122.58004,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",ATT33_Wasp 4.jpg
29,{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12,Negative ID,2020-04-08,47.328,-122.58004,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",ATT34_Wasp 5.jpg
30,{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12,Negative ID,2020-04-08,47.328,-122.58004,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",ATT35_Wasp 1.jpg
31,{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12,Negative ID,2020-04-08,47.328,-122.58004,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",ATT36_Wasp 2.jpg
32,{931A8E3E-9FE2-4271-A386-867C76516779},2019-01-20,Negative ID,2020-04-08,46.491849,-117.085127,"This is the cicada killer, either Sphecius grandis or Sphecius convallis.",ATT37_88C7018C-51ED-42B7-A1A7-CF7F5E7765D5.jpg
33,{FCE0B369-AC4D-48CF-A318-7EAD391EEE81},2019-08-08,Negative ID,2020-04-09,46.535196,-117.084754,It was the only one located and was put into a pickle jar - the hand holding the jar is an adult females hand,ATT39_DA9A85C4-6C25-4712-95F4-058341389373.jpg
34,{EFB94730-2810-4BBB-A708-66AAA805E857},2020-04-09,Negative ID,2020-04-09,47.005477,-122.919675,i read the article on them about a week ago and noticed these abnormally big looking bees outside my window and made me curious because they were messing around with the small looking hives i have seen before that are usually around houses. i did not not,ATT40_DSC03373.jpg
35,{4689DDB2-78D7-4219-ADB3-C2A3134A1359},2020-04-12,Negative ID,2020-04-12,48.149809999999995,-123.13306000000001,Was dead on the ground..looked like it had Larvae.  Large park across the street,ATT41_inbound5813879761744044220.jpg
36,{4689DDB2-78D7-4219-ADB3-C2A3134A1359},2020-04-12,Negative ID,2020-04-12,48.149809999999995,-123.13306000000001,Was dead on the ground..looked like it had Larvae.  Large park across the street,ATT42_inbound4333374323380049838.jpg
37,{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-04-11,Negative ID,2020-04-12,47.859496,-122.26428,"My initial thought was, ""this looks like a huge bumblebee. It was sluggish, appx. 1.25"" long, and I moved it from patio to lawn.  I don't believe it's the Asian hornet, but would like to know if you can identify it. Is it dangerous?",ATT43_20200410_135803.jpg
38,{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-04-11,Negative ID,2020-04-12,47.859496,-122.26428,"My initial thought was, ""this looks like a huge bumblebee. It was sluggish, appx. 1.25"" long, and I moved it from patio to lawn.  I don't believe it's the Asian hornet, but would like to know if you can identify it. Is it dangerous?",ATT44_20200410_135757.jpg
39,{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-04-11,Negative ID,2020-04-12,47.859496,-122.26428,"My initial thought was, ""this looks like a huge bumblebee. It was sluggish, appx. 1.25"" long, and I moved it from patio to lawn.  I don't believe it's the Asian hornet, but would like to know if you can identify it. Is it dangerous?",ATT45_20200410_135753.jpg
40,{9700CFCE-AA79-46D4-B495-5C51ECEF3C55},2020-04-13,Negative ID,2020-04-13,48.74478,-122.478403,"Over an inch long. I have single-paned windows and I only noticed my window thumping because I thought it was wind. It was this bug flying into the window repeatedly. I thought the time of day was strange, along with it’s size. It was not not skinny.",ATT46_trim.75A56855-B3BF-4B3D-8E9F-3E34CE90D8FB.MOV
41,{E3C77A6C-8557-4CE0-AE46-EA14D63AC2BF},2020-04-10,Negative ID,2020-04-13,47.665515,-122.33873,"Very large wasp that landed on my window ledge, see picture.  I did not know at the time to look for an orange face, I don't know what the face color was.  The window ledge is about 3 inches",ATT47_IMG_3240.jpg
42,{7B407363-24DF-4E47-A515-5480DA03FB8B},2020-03-04,Negative ID,2020-04-13,47.634119,-122.646627,"I am not sure what this is, but I saw this on my living room wall one evening.  I had returned from visiting my daughter in Tx  on Feb 11, 2020,  who had been in Thailand in January.",ATT48_Screenshot_20200413-140416_Photos.jpg
43,{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-04-14,Negative ID,2020-04-14,47.643943,-122.623737,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee.",ATT49_4DEB90EE-3A57-470D-AB94-57A198982319.jpg
44,{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-04-14,Negative ID,2020-04-14,47.643943,-122.623737,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee.",ATT50_FCED42BC-9C46-4109-9B35-A1A04C4FAE0F.jpg
45,{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-04-14,Negative ID,2020-04-14,47.643943,-122.623737,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee.",ATT51_64997D5E-DCC2-4A9E-A590-B3B1C0928506.jpg
46,{6A797976-1323-4D8E-B652-6B5422FFE2BA},2020-04-13,Negative ID,2020-04-14,48.588408,-122.409922,"Our AWESOME dog caught and chewed this monster hornet, so it has saliva and mud on the body. My son severed the neck - as it was writhing. I have saved it to submit if someone wants it.",ATT52_76C75EDC-FB97-46E1-853C-D621DC980360.jpg
47,{81B5EB5F-4F6E-4584-A6C8-EA84567B4718},2020-04-14,Negative ID,2020-04-14,46.25472,-120.84395,This bee is larger as a normal bee,ATT55_inbound3498365554313943637.jpg
48,{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},2020-04-15,Negative ID,2020-04-15,47.573024,-122.38436899999999,"Not Asian Giant Hornet but large, different than I have seen in West Seattle and hard to kill, so here it is.",ATT56_trim.3077122A-A53F-4956-A536-8DFBEBD3CC56.MOV
49,{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},2020-04-15,Negative ID,2020-04-15,47.573024,-122.38436899999999,"Not Asian Giant Hornet but large, different than I have seen in West Seattle and hard to kill, so here it is.",ATT57_36BE00B1-28D2-4657-89CF-A272D9C52496.jpg
50,{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},2020-04-15,Negative ID,2020-04-15,47.573024,-122.38436899999999,"Not Asian Giant Hornet but large, different than I have seen in West Seattle and hard to kill, so here it is.",ATT58_B9178041-17D8-4352-85FA-6F44B0B00642.jpg
51,{48804E03-CD10-4229-82CB-CD125BFC6D37},2020-04-11,Negative ID,2020-04-15,48.85324,-122.601104,"This bee was at my hummingbird feeder. I wasn’t able to get a very good photo, so it might be impossible to tell.  The bee looked particularly large and reminded me of one I saw about a month ago but was unable to photograph.  It landed on my kitchen w",ATT59_8BA14EF0-C82F-4A01-8ACC-9FB31DB223BE.jpg
52,{3CE3A39B-778B-4CE3-BBAF-EB9ED0D48C68},2020-04-15,Negative ID,2020-04-15,48.823521,-122.32683999999999, ,ATT61_IMG_0497.jpg
53,{C02A4CB0-0D3F-4E52-9D30-858F9556EABA},2020-04-15,Negative ID,2020-04-16,47.00083,-122.87758799999999,It is very near the house but in the dirt.  It seemed to be looking for something in the dirt.,ATT62_20200415_162038.jpg
54,{D91109DA-8C76-45D5-B360-0A78C7DF8A19},2020-04-13,Negative ID,2020-04-17,48.234784999999995,-122.512932,"It is a little over 1 inch, and I doubt that it is an Asian Giant Hornet. However, it doesn't look enough like what I am familiar with.",ATT64_20200417_004746.jpg
55,{D91109DA-8C76-45D5-B360-0A78C7DF8A19},2020-04-13,Negative ID,2020-04-17,48.234784999999995,-122.512932,"It is a little over 1 inch, and I doubt that it is an Asian Giant Hornet. However, it doesn't look enough like what I am familiar with.",ATT65_20200417_004722.jpg
56,{32475E51-FEA3-4B85-A229-4EB323EFAAD5},2019-08-25,Negative ID,2020-04-17,47.767236,-122.20334199999999, ,ATT66_D73FA529-5778-4648-B17E-9BD98C944C3D.jpg
57,{44911F51-A718-4D56-B9BA-883022A36656},2020-04-18,Negative ID,2020-04-18,48.419990999999996,-122.32786499999999,Much bigger than a Yellowjacket we s aw at the same time. Around 2 inches long,ATT67_6B4316A4-B295-48CB-BCCE-D79973DCA0E2.jpg
58,{D69447EA-07C8-4505-948E-4F0E0E77FCC0},2020-04-18,Negative ID,2020-04-19,48.931157,-122.548199, ,ATT68_D49DEBC5-6514-443C-BA40-F69C4CCC19ED.jpg
59,{363B8679-6012-4377-997A-94E5F855FA7E},2020-04-19,Negative ID,2020-04-19,47.62986,-120.68945,Pictures don’t de justice. Face was orange and wasp was size of thumb.,ATT69_910754E8-0D42-4CC7-BADD-1313F02B1EEF.jpg
60,{DCE2AEB5-3762-48C0-9F40-3E370887DE4D},2020-04-19,Negative ID,2020-04-19,46.585611,-120.4542,Found in our tent we set up in our yard. There were two and they caught our eye because they were so large. Unsure if they are so figured I would report just in case.,ATT70_IMG_20200419_164057_01.jpg
61,{DCE2AEB5-3762-48C0-9F40-3E370887DE4D},2020-04-19,Negative ID,2020-04-19,46.585611,-120.4542,Found in our tent we set up in our yard. There were two and they caught our eye because they were so large. Unsure if they are so figured I would report just in case.,ATT71_IMG_20200419_164052_01.jpg
62,{9BAB11A6-84A4-4639-ABF4-E1ABF0D501CD},2020-04-19,Negative ID,2020-04-20,48.176505999999996,-122.52746200000001,"1.5-2 inches long, all black with one small yellow marking on its body. Long wings. Looks like it was trying to eat a spider. Probably not Asian wasp, due to the lack of yellow head but after it was smushed with a shoe, it had a giant opening where it’",ATT72_ACAE4735-C475-4B66-807B-AA43EA8F216B.jpg
63,{9BAB11A6-84A4-4639-ABF4-E1ABF0D501CD},2020-04-19,Negative ID,2020-04-20,48.176505999999996,-122.52746200000001,"1.5-2 inches long, all black with one small yellow marking on its body. Long wings. Looks like it was trying to eat a spider. Probably not Asian wasp, due to the lack of yellow head but after it was smushed with a shoe, it had a giant opening where it’",ATT73_85ABE82E-7E26-4469-B3A4-AABC6CB18E06.jpg
64,{01AA7FD6-8F00-4754-8E0F-A19DAAFBD823},2020-04-23,Negative ID,2020-04-23,47.607667,-122.31290200000001,Was attached to my window at work.,ATT76_F7532DA5-28A5-476E-A825-CFD176CA064D.jpg
65,{91EAC5B5-4D18-4115-8853-F4B9DD6CC8FD},2020-04-23,Negative ID,2020-04-23,48.08848,-123.162659,Black face. We have it captured alive if you want it,ATT77_20200423_141232.jpg
66,{5B740387-81A0-4580-968F-C1BFC8A48F34},2020-04-24,Negative ID,2020-04-24,47.172483,-122.285568,My dog ate one and threw it up in the house,ATT78_007ACA6E-12EE-4B6A-A31C-E65E08AF4B0C.jpg
67,{9ED9A420-7FB1-4CA1-97D1-BF13382D8E4D},2020-04-24,Negative ID,2020-04-25,47.70145,-117.15638,Found at our front door. Curious what it is.,ATT79_89599E57-3A17-4F5E-ADD3-C31813A783C6.jpg
68,{0D27160B-9B8C-4966-89DE-F405557650F0},2020-04-26,Negative ID,2020-04-26,48.832409999999996,-122.5931,I’m not sure if this was a giant Asian hornet but it was GIANT!,ATT81_11715C59-2F33-440D-8D75-AF7CE62E03CA.jpg
69,{1DEF08E5-9842-4CB4-89BF-718AEDD39319},2020-04-26,Negative ID,2020-04-26,47.024366,-122.81166499999999,It was in our back yard in Lacey WA,ATT82_13BAFADD-5CC2-42A1-A9D8-2DCA9CF8CDEA.jpg
70,{D1A5F20D-AE7B-413E-88E0-E26333EF95AA},2020-05-01,Negative ID,2020-05-01,46.632813,-122.97150900000001,I think it may be an elm sawfly but I figured I would submit to be sure. I have a few more pictures. It’s body length was greater than an inch. Looks like a hornet to me.,ATT83_FAF93260-1B6D-4D91-95E5-0DE8FF3DC353.jpg
71,{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},2020-05-01,Negative ID,2020-05-01,47.014371999999995,-122.81436200000002,"I killed it, but I still have it. It is 1 1/2 inches long",ATT84_20200501_150410.jpg
72,{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},2020-05-01,Negative ID,2020-05-01,47.014371999999995,-122.81436200000002,"I killed it, but I still have it. It is 1 1/2 inches long",ATT85_20200501_150356.jpg
73,{ECB890B2-6230-437F-AC3D-D1E018AF344B},2020-05-02,Negative ID,2020-05-02,47.010366,-122.85798100000001,Very large hairless legs,ATT87_5554F11C-77ED-4510-9E84-4959307C8B20.jpg
74,{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},2019-07-24,Negative ID,2020-05-02,47.373461999999996,-120.141581,This hornet came flying by us and around us when we were in our back yard swimming pool. I have More pictures and a  video of it as well if needed please send an email or call.,ATT88_B4E7BEF6-9F35-458C-B16F-FEB631998C5A.jpg
75,{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},2019-07-24,Negative ID,2020-05-02,47.373461999999996,-120.141581,This hornet came flying by us and around us when we were in our back yard swimming pool. I have More pictures and a  video of it as well if needed please send an email or call.,ATT89_1D26646D-8CA4-4DA3-AF21-52DC23AFDBF5.jpg
76,{3982DA63-03A8-45F4-BDB7-E95D3118430B},2020-04-25,Negative ID,2020-05-02,48.584053000000004,-122.232279,"(2) discovered on property. 1st one captured, now deceased, in mason jar (still have it). 2nd one spotted today 5/2/2020, killed on sight.",ATT90_A46D3E0F-6F60-445C-8099-8017AF99F2DC.jpg
77,{3982DA63-03A8-45F4-BDB7-E95D3118430B},2020-04-25,Negative ID,2020-05-02,48.584053000000004,-122.232279,"(2) discovered on property. 1st one captured, now deceased, in mason jar (still have it). 2nd one spotted today 5/2/2020, killed on sight.",ATT91_A403C42F-81FE-4DBD-816C-E2630EEBEC2B.jpg
78,{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11,Negative ID,2020-05-03,47.763622999999995,-122.54114299999999,Never have seen a bee like this and I have lived in Washington my entire life.,ATT92_20190616_151419.jpg
79,{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11,Negative ID,2020-05-03,47.763622999999995,-122.54114299999999,Never have seen a bee like this and I have lived in Washington my entire life.,ATT93_20190616_153627.jpg
80,{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11,Negative ID,2020-05-03,47.763622999999995,-122.54114299999999,Never have seen a bee like this and I have lived in Washington my entire life.,ATT94_20190616_153738.jpg
81,{0D232BA7-97A5-4810-A7A6-A4F70BC16809},2019-05-20,Negative ID,2020-05-03,47.59787,-122.62958,East Bremerton Kitsap county,ATT95_06700F96-2C5B-4A70-BDEF-EF84AE05DD76.jpg
82,{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10,Negative ID,2020-05-03,46.579221000000004,-119.00558799999999,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,ATT101_Hornet 1.jpg
83,{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10,Negative ID,2020-05-03,46.579221000000004,-119.00558799999999,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,ATT102_Hornet 2.jpg
84,{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10,Negative ID,2020-05-03,46.579221000000004,-119.00558799999999,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,ATT103_Hornet 4.jpg
85,{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10,Negative ID,2020-05-03,46.579221000000004,-119.00558799999999,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,ATT104_Hornet 6.jpg
86,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,Negative ID,2020-05-03,47.756278,-122.21683300000001,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",ATT105_2019-08-18 17.39.29.jpg
87,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,Negative ID,2020-05-03,47.756278,-122.21683300000001,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",ATT106_2019-08-18 17.39.34.jpg
88,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,Negative ID,2020-05-03,47.756278,-122.21683300000001,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",ATT107_2019-08-18 18.19.20.jpg
89,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,Negative ID,2020-05-03,47.756278,-122.21683300000001,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",ATT108_2019-08-18 18.19.22.jpg
90,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,Negative ID,2020-05-03,47.756278,-122.21683300000001,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",ATT109_2019-08-18 18.19.30.jpg
91,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,Negative ID,2020-05-03,47.756278,-122.21683300000001,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",ATT110_2019-08-18 18.19.46.jpg
92,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,Negative ID,2020-05-03,47.756278,-122.21683300000001,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",ATT111_2019-08-18 18.19.49.jpg
93,{501AF29E-0ED2-42A0-92FE-955FF7176A55},2020-05-03,Negative ID,2020-05-03,47.67176,-122.30735,"My picture is not doing justice to the size of the creature we came across. It was over an inch long. It did not appear to be dead, but was also not attempting to fly. It kind of looked like it was stuck in the mud? It is a breezy, cool day.",ATT112_3D8809E5-D8D3-40D1-A8A9-B5C48A08BF46.jpg
94,{27256930-CEDE-4321-8C26-16ED0744E6C1},2019-08-25,Negative ID,2020-05-03,46.212198,-119.29337199999999, ,ATT113_8423E25F-54E8-4148-9E6F-6444C16F71C3.jpg
95,{CA722DB4-2D93-4CD0-A319-A42E784CC3C0},2020-04-17,Negative ID,2020-05-03,47.781506,-122.686947,This was definitely an Asian hornet.  It was inside our cabin and we trapped it in a glass to get it out - tried our best to get a picture as it was so inordinately huge and scary looking.  We hadn’t realized what it was at the time or we would have do,ATT114_4C7F51E5-62D1-435A-A52C-39BD7FC74B13.jpg
96,{7F602342-F6C3-4F09-853F-0B5D5376BD51},2020-05-03,Negative ID,2020-05-03,47.479726,-122.30848999999999,Very large hornet on the bike paths at SeaTac park.,ATT115_7FE1C6E2-5BB2-4C44-ABC3-DC4548909B3A.jpg
