Detection Date,Latitude,Longitude,Lab Status
214,47.04437,-122.82323999999998,2
214,48.418776,-122.65316000000001,2
215,46.65404,-120.53113,2
217,47.721484999999994,-122.05451799999999,2
217,48.2281,-122.26625200000001,2
218,47.577932000000004,-122.61399899999999,2
218,48.698966999999996,-122.906356,0
218,46.212198,-119.29337199999999,0
218,47.767236,-122.20334199999999,0
222,48.049262,-122.54083500000002,2
223,47.79492,-122.52552,2
223,47.635058,-122.057332,0
224,48.723779,-122.354431,2
225,47.27375,-122.65106999999999,2
225,48.760013,-122.913326,2
225,46.052824,-122.042818,2
225,47.222440999999996,-122.397369,2
231,47.395721,-123.10518799999998,0
231,47.64322,-122.31986,2
232,47.296321999999996,-119.583179,2
234,47.784608,-122.22053899999999,2
236,47.896731,-122.323499,2
236,47.328,-122.58004,0
238,48.64683,-122.369771,2
242,46.900618,-122.27434699999999,2
242,48.408405,-122.339303,2
243,49.149394,-123.94313400000001,1
244,47.718207,-122.237169,2
244,47.036497,-122.74266999999999,2
245,48.203173,-122.12778300000001,2
254,48.993891999999995,-122.702242,1
254,48.66002,-123.39676499999999,2
265,47.658029,-117.75441200000002,2
269,47.497675,-122.091131,2
269,48.986176,-122.69745,2
274,47.764431,-122.361745,2
284,47.241065,-122.269603,2
284,48.786349,-122.55063100000001,2
284,48.971949,-122.70094099999999,1
288,47.464119000000004,-122.28526200000002,2
298,49.025831,-122.810653,1
311,47.46499,-122.2869,2
323,48.980994,-122.688503,1
337,47.77475,-122.213725,2
361,48.9392,-122.6613,2
389,47.072951,-122.97706000000001,2
404,47.411352,-122.318568,2
406,48.729596,-122.48003500000002,0
406,47.53754,-122.63926299999999,2
406,48.186023999999996,-122.34468000000001,2
406,47.091218,-122.864415,2
407,48.550103,-119.741725,0
409,47.634119,-122.646627,0
416,46.978763,-123.898467,2
421,48.419995,-122.33213,2
422,47.181077,-122.117608,2
424,47.840041,-122.32356200000001,0
425,48.93401,-122.48545,2
426,48.833578,-122.54356899999999,2
426,47.639334000000005,-122.200484,2
426,48.725173999999996,-122.50314099999999,2
426,47.30134,-122.565146,2
428,48.74361,-122.43905,0
428,47.240541,-122.321905,2
429,46.292763,-119.145959,2
429,48.077702,-123.17076100000001,2
431,48.490758,-122.061753,2
432,47.936452,-122.137477,2
434,46.631710999999996,-123.95338999999998,2
436,46.609918,-120.563107,0
437,46.385863,-117.062473,2
437,46.809103,-120.914004,2
438,48.291902,-122.521527,2
438,48.144053,-123.160706,2
439,47.440059000000005,-122.220459,2
441,47.296898,-119.50032900000001,2
441,46.240111999999996,-122.915848,2
441,48.731977,-122.691497,2
442,48.736447,-122.46473,2
442,47.156028000000006,-123.01336599999999,0
442,47.370776,-120.13876599999999,2
442,48.278765,-122.647282,0
442,47.526522,-122.324858,2
442,48.548358,-122.31711000000001,0
442,47.526507,-122.324826,2
443,47.62986,-120.68945,0
443,47.473632,-122.106425,2
443,47.637223999999996,-122.700911,2
443,47.708791,-117.472206,0
443,47.568036,-122.63959799999999,2
443,47.322990000000004,-122.310432,2
443,48.006687,-121.98215800000001,2
443,47.179097,-122.23531399999999,2
444,47.941026,-122.235926,2
444,47.62986,-120.68945,2
444,47.288517999999996,-122.252099,2
444,47.613333000000004,-122.19203,2
444,47.513366999999995,-122.389528,2
445,47.997103,-122.111653,2
445,48.966840000000005,-122.61586899999999,2
445,47.005477,-122.919675,0
445,47.665299,-117.42232,2
445,46.612154,-123.95825,2
445,46.713962,-117.17318600000002,2
445,47.67887,-122.20664,2
445,47.770075,-122.264719,2
445,47.749228,-122.338696,2
445,47.512482,-122.357321,2
446,47.946801,-122.24568899999998,2
446,46.521513,-117.012612,2
446,47.665515,-122.33873,0
446,47.152745,-119.367377,2
447,47.562359,-122.03891399999999,2
447,48.85324,-122.601104,0
447,48.563552,-121.411273,2
447,48.096743,-120.45873700000001,2
447,47.38077,-122.65212,2
447,47.859496,-122.26428,0
448,48.149809999999995,-123.13306000000001,0
448,48.03966,-122.7768,2
448,48.578994,-122.342321,2
448,47.669197,-122.28961100000001,2
448,48.311344,-122.23068899999998,2
448,47.676217,-122.113955,2
448,47.916729,-124.530363,2
448,47.639437,-122.385481,2
449,48.061953,-122.160771,2
449,47.21046,-122.30202299999999,2
449,47.603491999999996,-122.33652,2
449,48.74478,-122.478403,0
449,48.234784999999995,-122.512932,0
449,48.588408,-122.409922,0
450,47.643943,-122.623737,0
450,48.734590000000004,-122.46016200000001,2
450,47.568535,-122.636847,2
450,48.068763,-122.132522,2
450,48.734703,-122.66819299999999,2
450,46.25472,-120.84395,0
450,48.728709,-122.49585800000001,2
450,47.371190000000006,-121.961822,2
451,48.496143,-122.61425200000001,2
451,47.873634,-122.161934,2
451,48.823521,-122.32683999999999,0
451,48.823528,-122.326829,0
451,47.192586,-121.972048,2
451,47.00083,-122.87758799999999,0
451,47.184025,-122.14685300000001,2
451,47.573024,-122.38436899999999,0
451,48.93325,-122.72628,2
451,48.530015999999996,-122.39823,2
452,47.335073,-123.15911299999999,2
452,47.177374,-122.537428,2
452,47.831406,-122.19266200000001,2
452,48.731766,-122.494206,2
452,47.676217,-122.113955,2
453,46.232883,-119.12930300000001,2
453,48.786983,-122.46493799999999,0
453,47.683201000000004,-117.29034899999999,2
453,48.723593,-122.46750700000001,2
453,48.860105,-122.634026,2
453,47.781506,-122.686947,0
453,49.0022,-122.42963999999999,2
453,48.922416,-122.15301299999999,2
454,47.022119,-119.30289099999999,2
454,47.512438,-122.35716000000001,2
454,48.291872,-122.523503,2
454,48.96192,-122.50711000000001,2
454,48.931157,-122.548199,0
454,48.874475,-122.58183000000001,0
454,48.419990999999996,-122.32786499999999,0
455,47.62986,-120.68945,0
455,47.612590999999995,-117.361804,2
455,48.138159,-122.457098,0
455,48.176505999999996,-122.52746200000001,0
455,46.585611,-120.4542,0
456,47.7315,-122.23240200000001,2
456,46.56685,-117.13003,0
456,48.852465,-122.599719,2
456,47.864059999999995,-121.96216100000001,2
457,48.13513,-122.46608300000001,0
457,47.586052,-122.007302,2
457,47.449003000000005,-122.67419199999999,2
457,47.387044,-122.827269,2
457,48.920181,-122.56221399999998,2
458,46.980934000000005,-123.89086599999999,2
458,48.708123,-122.50458700000001,2
458,47.503934,-122.61775,2
458,48.220599,-122.519263,2
458,47.91499,-122.21946399999999,2
458,47.56519,-122.39053500000001,0
459,47.522213,-122.04583799999999,2
459,47.309925,-122.305768,2
459,47.607667,-122.31290200000001,0
459,48.08848,-123.162659,0
460,47.464698999999996,-120.39256200000001,2
460,47.172483,-122.285568,0
460,45.735789000000004,-122.645845,2
460,47.473847,-122.21611499999999,2
460,47.70145,-117.15638,0
461,48.584053000000004,-122.232279,0
461,47.480287,-122.162668,0
461,48.519334,-121.39795500000001,2
461,47.689896999999995,-117.458649,2
461,47.480287,-122.162668,2
461,48.07965,-123.10367,2
462,47.024366,-122.81166499999999,0
462,47.64901,-121.91353000000001,2
462,47.635127000000004,-122.387464,2
462,45.63221,-122.67156000000001,0
462,47.75463,-122.27795,2
462,47.920784000000005,-122.38585,2
462,48.832409999999996,-122.5931,0
462,45.735873,-122.64562099999999,2
463,48.771755,-122.416206,2
463,46.192640999999995,-119.182298,2
463,48.469584000000005,-122.308613,2
463,47.82428,-122.87872800000001,2
463,48.888901000000004,-122.466274,2
463,48.763386,-122.499319,2
463,47.103437,-122.26461599999999,2
463,48.835432,-122.617551,2
464,46.205025,-119.21479199999999,2
464,47.668346,-122.32773,2
464,48.528837,-122.19510600000001,2
464,48.712076,-122.502834,2
464,48.741122,-122.40095900000001,2
464,46.794961,-122.869575,2
464,47.640611,-122.519654,2
464,48.768329,-122.40172,2
464,47.698307,-122.205072,0
464,47.529986,-122.07330400000001,2
465,47.44883,-122.45726,2
465,47.010402,-122.85761200000002,2
465,47.010402,-122.85761200000002,2
465,47.665440999999994,-122.171024,2
465,48.960483,-122.45818600000001,2
465,47.387857000000004,-122.261899,2
465,47.600574,-117.361508,2
465,46.997029,-120.503658,2
465,47.133712,-122.431896,0
465,48.738894,-122.491689,2
465,47.385843,-121.094613,2
465,47.693708,-122.32522900000001,2
465,47.956732,-122.242694,2
465,45.515398,-122.53004399999999,2
466,45.892438,-122.63639099999999,2
466,47.282833000000004,-123.042787,2
466,47.74937,-122.29647,2
466,46.225242,-119.26740900000001,2
466,48.890128999999995,-121.922394,2
466,47.217414,-122.447846,2
466,48.740352,-122.485226,2
466,48.939921000000005,-122.464611,2
466,48.024941,-122.694872,2
466,48.939921000000005,-122.464611,2
466,47.581661,-121.98741000000001,2
466,47.657858000000004,-117.421155,2
466,46.853659,-123.287287,2
467,47.739955,-122.16016499999999,2
467,47.566790999999995,-122.35507199999999,2
467,48.279102,-121.75331399999999,2
467,48.425484000000004,-122.59553500000001,2
467,49.260068,-123.113952,2
467,47.798705,-122.28863600000001,0
467,46.258445,-119.082474,2
467,47.514707,-117.280477,2
467,47.574686,-122.239938,2
467,47.682342999999996,-122.191566,2
467,47.6743,-117.297248,2
467,48.697390000000006,-122.30993000000001,2
467,47.014371999999995,-122.81436200000002,0
467,47.639998,-117.384251,2
467,46.632813,-122.97150900000001,0
467,46.824806,-122.478422,2
467,47.148975,-122.288307,2
467,47.849804999999996,-122.180973,2
467,47.519377,-121.876314,2
467,46.230336,-119.21547199999999,2
467,48.75484,-122.494401,2
467,47.151184,-121.06038500000001,2
467,47.771543,-117.08108,2
467,45.66274,-122.589074,2
467,47.744827,-117.383439,2
467,47.574477,-122.210321,2
467,47.607678,-122.169446,2
467,47.49348,-121.7831,2
467,45.703825,-121.50131499999999,2
468,47.447358,-122.457132,2
468,47.362815000000005,-122.073153,2
468,47.357890999999995,-122.118987,2
468,47.66434,-122.39846200000001,2
468,47.429122,-117.82230700000001,2
468,46.562844,-120.61340200000001,2
468,48.321763,-122.31679,2
468,48.990990999999994,-122.261877,2
468,47.622707,-117.38256399999999,2
468,46.224796000000005,-119.268248,2
468,47.401346000000004,-120.317121,2
468,47.67517,-117.150466,2
468,47.41704,-120.28792,2
468,47.733323999999996,-122.613476,2
468,47.115120000000005,-122.40518999999999,2
468,45.640935999999996,-122.646084,2
468,45.65161,-121.954251,0
468,48.424824,-122.29088200000001,2
468,47.690709000000005,-117.281745,2
468,48.847559999999994,-122.59351000000001,2
468,47.010359,-122.857551,2
468,47.960947,-117.592851,2
468,45.6549,-121.190623,2
468,47.010366,-122.85798100000001,0
468,47.767266,-122.29545900000001,2
468,46.036705,-118.38932700000001,2
468,47.712536,-117.594146,2
468,48.502842,-122.237016,2
468,48.910234,-122.357076,2
468,47.632071999999994,-122.647539,2
469,47.167341,-122.596678,0
469,47.40808,-123.19668999999999,2
469,47.690059000000005,-122.383609,2
469,47.711712,-122.32020700000001,2
469,47.783809000000005,-122.08286799999999,2
469,47.875187,-117.453106,0
469,46.288194,-119.376493,2
469,47.67176,-122.30735,0
469,48.9429,-122.45078999999998,2
469,47.671510999999995,-117.449275,2
469,47.753368,-122.584119,2
469,47.740084,-124.394544,2
469,47.766318,-122.192073,2
469,47.506613,-122.357576,2
469,48.189966999999996,-122.624222,2
469,45.654907,-122.689871,2
469,47.449188,-122.687417,2
469,47.076417,-122.312839,0
469,47.628184000000005,-117.403578,2
469,46.732409999999994,-117.15916999999999,0
469,47.145618,-122.270917,2
469,47.764173,-122.381799,2
469,47.580455,-122.389276,2
469,47.802101,-122.29576999999999,2
469,48.069469,-124.012736,2
469,46.08919,-122.93627,2
469,47.479726,-122.30848999999999,0
469,46.58755,-120.62192399999999,2
469,48.759254999999996,-122.486796,2
469,47.333133000000004,-122.338895,2
470,47.521699,-122.28343100000001,2
470,46.069928000000004,-122.858274,2
470,47.764171999999995,-117.451775,2
470,48.066818,-122.029967,2
470,47.672874,-117.38565200000001,2
470,48.957224,-122.65231100000001,2
470,47.58755,-122.317218,2
470,46.03456,-118.38864,2
470,47.683159,-122.18668000000001,2
470,48.99762,-123.06793200000001,2
470,47.34653,-122.30682,2
470,48.412515,-122.321008,2
470,46.174143,-119.13745,2
470,47.43695,-120.3235,2
470,48.987838,-123.040026,2
470,47.642307,-122.23851299999998,2
470,47.58937,-122.313253,2
470,47.480338,-122.266475,2
470,46.03372,-122.87038999999999,2
470,47.34349,-117.2278,2
470,48.987968,-122.73443999999999,2
470,47.296446,-122.089798,2
470,48.54804,-117.909175,2
470,47.033115,-119.546872,2
470,47.662247,-117.287249,0
470,47.339405,-122.28456000000001,2
470,47.511275,-122.18413000000001,2
470,48.112992,-122.060976,0
470,47.60357,-122.32945,2
470,47.570515,-122.23322399999999,2
470,47.635912,-122.70261200000002,0
470,45.671347,-122.59569599999999,0
470,46.25606,-119.90123,2
470,47.3806,-122.41243999999999,2
470,47.366904999999996,-122.80980600000001,2
470,47.568016,-122.021776,2
470,47.64399,-122.14439499999999,2
470,46.174378999999995,-123.00672800000001,2
470,47.598319000000004,-122.318173,0
471,48.218927,-122.527027,2
471,47.519797,-122.59531299999999,2
471,47.563125,-122.120245,2
471,47.325245,-119.559165,2
471,47.909489,-122.306596,2
471,47.68584,-122.18823,2
471,47.850202,-122.29534699999999,2
471,47.350206,-122.58675,2
471,47.63812,-122.13271,2
471,47.131243,-122.27259,2
471,47.301813,-122.52339099999999,2
471,47.695402,-122.627834,2
471,47.62846,-117.35026,2
471,46.870014000000005,-123.323438,2
471,48.994857,-122.72823799999999,2
471,48.188431,-122.201044,2
471,47.681769,-117.33953999999999,2
471,47.507184,-122.60693700000002,2
471,47.180593,-122.181657,2
471,46.19133,-122.893722,2
471,47.452714,-122.631221,2
471,48.288933,-122.68261100000001,0
471,47.531726,-117.255978,2
471,47.780919,-117.50143100000001,0
471,47.771738,-122.376626,2
471,48.530319,-123.02783799999999,2
471,46.73015,-117.18146999999999,2
471,47.918805,-121.977306,2
471,47.63493,-122.51731799999999,2
471,47.645748,-122.375074,2
471,47.67623,-122.279623,2
471,47.67623,-122.279623,2
471,47.771326,-122.19858500000001,2
471,48.941817,-122.761655,2
471,47.870385999999996,-122.30981200000001,2
471,47.595089,-122.15523,2
471,47.720581,-117.393124,2
471,47.25513,-122.44163999999999,2
471,48.949715999999995,-122.61320800000001,2
471,47.188007,-122.177383,2
471,47.218821000000005,-122.512519,2
471,47.367219,-122.56534599999999,2
471,47.81116,-122.37688999999999,2
471,47.576260999999995,-122.22208300000001,2
471,47.252771,-122.20326299999999,2
471,47.562967,-122.018069,2
471,47.636635999999996,-122.357231,2
471,48.494864,-123.109996,2
471,47.876042,-122.19343700000002,2
471,47.871857,-122.14606699999999,2
471,47.759634999999996,-122.269775,2
471,47.734001,-122.560699,2
471,47.834121,-122.281683,2
471,47.645748,-122.375075,2
472,47.172366,-122.55209199999999,2
472,48.600269,-122.89346,2
472,48.182499,-122.58730600000001,2
472,47.592981,-122.828648,2
472,47.153859000000004,-122.337399,2
472,47.035687,-122.779101,2
472,47.592290000000006,-122.293674,2
472,48.928022999999996,-122.714348,2
472,48.999051,-122.754627,2
472,48.974404,-122.723467,2
472,46.316855,-117.97020400000001,2
472,47.47203,-123.0921,2
472,47.628006,-122.30663799999999,2
472,47.794292999999996,-122.367303,2
472,47.833205,-122.214381,2
472,48.423213,-122.318656,2
472,47.658770000000004,-117.42662,2
472,47.833256,-122.21433799999998,2
472,47.772441,-122.18546,2
472,47.833234000000004,-122.214359,2
472,46.27017,-119.24809499999999,2
472,48.063932,-122.139953,2
472,48.750240999999995,-122.421125,2
472,48.790417,-122.71070700000001,2
472,48.790413,-122.710699,2
472,47.558479,-122.36428500000001,2
472,45.586940000000006,-122.40198999999998,2
472,47.695986,-122.334198,2
472,47.7919,-122.31700900000001,2
472,47.065721,-120.652381,2
472,47.631873999999996,-117.35181899999999,2
472,48.75235,-122.47122,2
472,47.262979,-122.45826699999999,2
472,47.574006,-122.414817,2
472,47.425789,-122.022251,2
473,48.427678,-122.595047,2
473,47.521384999999995,-121.843014,0
473,48.890419,-122.152405,2
473,47.765691,-122.48574099999999,2
473,47.215203,-122.44994299999999,2
473,47.213859,-119.993642,2
473,47.9691,-122.1936,2
473,46.753147,-116.98578799999999,2
473,49.001241,-123.05806100000001,2
473,49.001248,-123.058072,2
473,47.202571999999996,-119.288321,2
473,48.42122,-122.33405,2
473,47.582838,-122.61968600000002,2
473,47.113459999999996,-122.29227,2
473,47.520649,-122.352797,2
473,48.087746,-122.14774799999999,2
473,46.204945,-119.11353500000001,2
474,48.89047,-122.152721,2
474,47.692788,-122.36258600000001,2
474,48.54657,-117.90454,2
474,47.488659000000006,-122.564227,2
474,47.679976,-122.364539,2
474,48.345613,-121.145297,2
474,48.971345,-122.71998899999998,2
474,47.141193,-122.927118,2
474,47.757108,-122.663618,2
474,47.685672,-122.38646399999999,2
474,47.256572999999996,-122.47233500000002,2
474,48.780432,-122.426519,2
474,47.761552,-122.267058,2
474,47.276271,-122.039378,2
474,47.685672,-122.38646399999999,2
474,47.547755,-119.458072,2
474,47.648364,-117.18453899999999,2
474,45.7165,-122.80121000000001,2
474,47.563887,-122.01221000000001,2
474,47.563671,-122.01217199999999,2
474,47.563887,-122.01221000000001,2
474,48.34129,-122.34526000000001,2
474,48.34129,-122.34526000000001,2
474,47.535810999999995,-122.05061,2
474,47.710436,-122.317856,2
474,47.648367,-117.184725,2
474,47.597159999999995,-122.61846499999999,0
474,48.205968,-122.26664299999999,2
474,45.808343,-122.78539199999999,2
474,48.913255,-122.001694,2
474,48.767306,-122.44893,2
474,47.531865,-122.03164,2
474,47.798052,-121.559044,2
474,48.499255,-122.66461699999999,2
475,47.618390999999995,-122.191666,2
475,47.890858,-122.15857,2
475,47.256559,-122.47259,2
475,47.588347999999996,-122.24508999999999,2
475,47.854597,-121.926726,2
475,47.731662,-122.20124399999999,2
475,47.445471999999995,-122.287881,2
475,47.643209999999996,-117.14202900000001,2
475,47.420014,-122.43859599999999,2
475,46.190344,-122.911506,2
475,47.328075,-122.03948600000001,2
475,47.582244,-122.383548,2
475,47.628382,-122.088476,2
475,47.771676,-122.578243,2
475,47.571801,-122.058107,2
475,47.108943,-122.936944,2
475,47.945295,-122.098275,2
475,47.016371,-122.785338,2
475,48.960562,-122.443451,2
475,47.793138,-122.276812,2
475,48.187914,-122.127003,2
475,47.48279,-120.32721599999999,2
475,47.702490000000004,-122.626208,2
475,48.98383,-123.063558,2
476,47.268189,-122.471635,0
476,48.570304,-122.64886299999999,2
476,47.653197999999996,-121.91748999999999,2
476,47.907658000000005,-122.678874,2
476,47.511728999999995,-122.029164,2
476,47.091118,-122.682562,2
476,48.746531,-122.427553,2
476,47.497239,-122.37648700000001,2
476,48.670776000000004,-122.556451,2
476,47.162526,-122.810227,2
476,48.202842,-122.310685,2
476,48.008461,-122.568649,2
476,47.623028000000005,-122.202568,2
476,47.62986,-120.68945,2
476,47.62986,-120.68945,2
476,46.053309000000006,-122.04223799999998,0
476,48.671553,-121.27584499999999,2
476,46.423105,-117.04204299999999,2
476,47.62986,-120.68945,2
476,47.417355,-122.637451,2
476,47.635832,-122.11329099999999,2
476,47.035506,-122.900333,2
476,47.137752,-122.321871,2
476,48.07875,-123.12615,2
476,47.512322999999995,-117.72146699999999,2
477,47.675314,-122.685149,0
477,46.52948,-122.48446000000001,0
477,47.510271,-122.02028600000001,2
477,47.451177,-122.599167,0
477,46.486978,-122.508845,0
477,47.72175,-120.18405,2
477,47.742146999999996,-117.46816799999999,2
477,47.191265,-122.565487,2
477,47.10236,-122.58724,2
477,48.764641,-122.488421,2
477,47.732628000000005,-122.7303,2
477,47.385209,-122.044826,2
477,48.75235,-122.47122,2
477,47.565472,-122.13533500000001,2
477,48.764023,-122.48843400000001,2
477,47.353364,-122.211859,2
477,47.68781,-122.66958899999999,2
477,47.459452,-122.35765500000001,2
477,47.62986,-120.68945,2
477,48.776223,-121.82015200000001,2
477,47.637093,-122.189329,2
478,47.378451,-122.944577,2
478,47.675517,-117.095459,2
478,48.154061,-122.336601,2
478,48.702931,-122.91145700000001,2
478,47.800476,-122.373598,2
478,48.054142,-122.156769,2
478,48.054153,-122.15664699999999,2
478,48.927932,-122.137019,2
478,48.040075,-122.42348999999999,0
478,45.660528,-122.619079,2
478,48.260484999999996,-117.74991200000001,0
478,47.00379,-123.40382,0
478,48.755202000000004,-122.613553,2
478,47.700117999999996,-122.317628,2
479,47.918493,-122.099645,0
479,48.421248999999996,-122.664484,2
479,47.151494,-119.28453,2
479,47.617465,-122.33384199999999,0
479,48.725687,-122.48929199999999,2
479,47.879027,-122.00331899999999,2
479,47.470068,-121.74717199999999,0
479,47.59173,-117.41351,0
480,47.19893,-122.239585,2
480,47.30775,-122.52361599999999,2
480,48.75235,-122.47122,0
480,48.137842,-122.792983,0
480,47.183252,-122.203503,2
480,48.112215,-122.172661,2
480,47.451139000000005,-122.267277,0
480,47.574971999999995,-117.67815900000001,2
480,47.62984,-120.68945,2
480,48.421451,-122.66660300000001,2
480,48.237543,-122.156276,0
480,47.2022,-122.24,0
481,47.277398,-122.334705,0
481,47.19174,-122.17063999999999,2
481,49.060215,-122.641648,1
481,47.483758,-120.341365,0
481,48.037585,-123.04359,0
481,46.99703,-120.54871999999999,0
481,48.545183,-122.428427,2
481,48.965340000000005,-122.78823,0
481,48.014790000000005,-122.06411000000001,2
481,45.499195,-122.49113500000001,0
482,47.566393,-122.161371,0
482,47.435031,-122.201472,0
482,47.600383,-120.639522,0
482,47.649989,-122.217316,0
482,47.661190000000005,-122.077048,0
482,47.180628000000006,-122.328275,0
482,47.829029999999996,-122.09806200000001,2
482,48.75235,-122.47122,2
482,48.909588,-122.67764,2
482,48.145111,-122.51106599999999,2
483,47.23676,-122.865346,0
483,47.436259,-122.038348,2
483,45.550748,-122.559399,2
483,47.662843,-117.18812199999999,2
483,46.854602,-122.61049299999999,2
483,47.385752000000004,-122.04074399999999,0
483,47.81082,-117.59554399999999,0
483,49.052459999999996,-118.21021999999999,2
483,47.805899,-122.241262,2
483,47.583325,-122.30953000000001,0
484,47.703717,-122.360349,0
484,47.702571999999996,-122.06261599999999,0
484,47.06272,-122.70068700000002,2
484,47.77005,-122.26293500000001,2
484,48.515512,-122.129944,2
484,48.772424,-122.49266399999999,2
484,48.90749,-122.355099,0
484,47.175633000000005,-122.23919699999999,0
484,47.061606,-122.39733000000001,0
484,47.309315000000005,-122.36228999999999,2
484,48.767497999999996,-122.488037,0
484,46.85289,-121.76037,0
484,47.665121,-117.305353,2
484,47.384923,-122.04508799999999,0
484,47.560433,-122.273675,2
485,46.232395000000004,-119.0982,2
485,47.956833,-122.21283100000001,0
485,46.232395000000004,-119.0982,0
485,48.08104,-123.105015,2
485,47.461451000000004,-120.30929099999999,0
485,47.682276,-122.311269,2
485,47.63646,-122.37271399999999,0
485,48.758247,-122.467509,0
485,47.92037,-122.418026,2
485,47.057817,-122.403006,0
485,47.680155,-117.43123,2
485,47.62984,-120.68945,0
485,47.309315000000005,-122.36228999999999,2
486,47.194781,-122.167289,2
486,47.009562,-124.158188,2
486,47.530665,-122.336258,2
486,47.902824,-117.512904,2
486,48.726825,-122.47741599999999,2
486,45.660527,-122.619105,2
486,47.3074,-122.23041,0
486,47.69733,-122.17461000000002,0
486,48.963018,-122.79058500000001,2
486,47.54103,-122.63847,0
487,47.62984,-120.68945,2
487,48.811221999999994,-122.90241999999999,0
488,48.91711,-122.64636899999999,2
488,48.957159999999995,-122.442328,0
488,47.678765999999996,-122.36979099999999,2
489,47.897217,-122.52684199999999,0
489,47.334771,-122.630724,0
489,47.733894,-122.361732,0
489,47.60357,-122.32945,2
489,48.32114,-118.127398,2
489,48.9089,-122.743711,2
489,47.666575,-122.282676,0
490,48.6601,-123.396942,0
490,48.904918,-122.75594099999999,2
490,48.699536,-122.48180500000001,0
490,47.859524,-122.127766,0
490,47.662587,-122.166421,2
490,47.19044,-122.29563999999999,0
490,47.564131,-122.157248,2
490,47.510474,-117.576357,2
490,46.159695,-120.5789,2
490,47.336523,-122.056926,2
490,47.982586,-122.10121799999999,0
490,48.494223,-122.61566699999999,2
490,48.847559999999994,-122.59351000000001,0
490,48.875307,-122.579355,0
490,48.126189000000004,-122.281148,0
490,48.790794,-122.418254,2
490,47.224990000000005,-122.46741000000002,0
491,46.550968,-123.590329,0
491,48.268097,-122.23461200000001,2
491,47.797396,-122.20580700000001,2
491,46.323187,-124.00766399999999,0
491,47.76137,-122.20562,2
491,47.83283,-122.26675,0
491,47.510571999999996,-117.577497,2
491,46.550579,-123.590433,0
492,47.718381,-122.24458200000001,0
492,47.608253999999995,-122.312614,2
492,47.608253999999995,-122.312614,2
492,48.948935,-122.46094199999999,2
492,48.978787,-122.719183,2
492,47.577402,-122.28934,2
492,48.872793,-122.316346,0
492,47.0036,-120.555779,0
493,47.551356,-122.17691699999999,2
493,47.768386,-122.53358700000001,0
493,48.75973,-122.46785,2
493,48.733899,-122.44901200000001,2
493,45.821125,-120.826495,2
493,48.955587,-122.66103700000001,1
